Ticker,LastPrice,UpdateDate
GHSTUSDT,1.178,30.09.2022 13:41:01
GLMRUSDT,0.4536,30.09.2022 13:41:01
GLMUSDT,0.2596,30.09.2022 13:41:01
GMTUSDT,0.6418,30.09.2022 13:41:02
GMUSDT,6.49e-06,30.09.2022 13:41:02
GODSUSDT,0.4064,30.09.2022 13:41:02
GOGUSDT,0.2913,30.09.2022 13:41:02
GRTUSDT,0.0986,30.09.2022 13:41:02
GTOUSDT,0.02008,30.09.2022 13:41:03
HBARUSDT,0.0573,30.09.2022 13:41:03
HCUSDT,0.1084,30.09.2022 13:41:03
HDAOUSDT,0.00428,30.09.2022 13:41:03
HEGICUSDT,0.00769,30.09.2022 13:41:04
HYCUSDT,0.0001127,30.09.2022 13:41:04
ICPUSDT,6.08,30.09.2022 13:41:04
ICXUSDT,0.2396,30.09.2022 13:41:05
ILVUSDT,57.2,30.09.2022 13:41:05
IMXUSDT,0.755,30.09.2022 13:41:05
INTUSDT,0.003,30.09.2022 13:41:05
INXUSDT,0.00033,30.09.2022 13:41:06
IOSTUSDT,0.01184,30.09.2022 13:41:06
IOTAUSDT,0.2887,30.09.2022 13:41:06
IQUSDT,0.00482,30.09.2022 13:41:06
JFIUSDT,44.21,30.09.2022 13:41:07
JOEUSDT,0.221,30.09.2022 13:41:07
JSTUSDT,0.025,30.09.2022 13:41:07
KANUSDT,0.0012,30.09.2022 13:41:08
KARUSDT,0.306,30.09.2022 13:41:08
KCASHUSDT,0.00117,30.09.2022 13:41:08
KDAUSDT,1.39,30.09.2022 13:41:08
KINEUSDT,0.0661,30.09.2022 13:41:08
KISHUUSDT,3.98e-10,30.09.2022 13:41:09
KLAYUSDT,0.1963,30.09.2022 13:41:09
KNCUSDT,1.1704,30.09.2022 13:41:09
KOLUSDT,0.00349,30.09.2022 13:41:09
KONOUSDT,0.0262,30.09.2022 13:41:09
KP3RUSDT,97.91,30.09.2022 13:41:10
KSMUSDT,43.06,30.09.2022 13:41:10
LAMBUSDT,0.00172,30.09.2022 13:41:10
LATUSDT,0.00662,30.09.2022 13:41:10
LBAUSDT,0.001246,30.09.2022 13:41:11
LDNUSDT,0.1723,30.09.2022 13:41:11
LDOUSDT,1.5965,30.09.2022 13:41:11
LEASHUSDT,402.6,30.09.2022 13:41:11
LEOUSDT,4.582,30.09.2022 13:41:12
LETUSDT,0.00078,30.09.2022 13:41:12
LINGUSDT,0.0093242,30.09.2022 13:41:12
LINKUSDT,7.729,30.09.2022 13:41:13
LITHUSDT,0.00113,30.09.2022 13:41:13
LONUSDT,0.584,30.09.2022 13:41:13
LOOKSUSDT,0.1988,30.09.2022 13:41:14
LOONUSDT,0.0042,30.09.2022 13:41:14
LPTUSDT,9.04,30.09.2022 13:41:14
LRCUSDT,0.3002,30.09.2022 13:41:14
LSKUSDT,0.957,30.09.2022 13:41:15
LTCUSDT,53.5,30.09.2022 13:41:15
LUNAUSDT,2.5774,30.09.2022 13:41:15
LUNCUSDT,0.0003039,30.09.2022 13:41:16
MAGICUSDT,0.344,30.09.2022 13:41:16
MANAUSDT,0.704,30.09.2022 13:41:16
MASKUSDT,1.169,30.09.2022 13:41:16
MATICUSDT,0.7687,30.09.2022 13:41:17
MCOUSDT,4.22,30.09.2022 13:41:17
MDAUSDT,0.0515,30.09.2022 13:41:17
MDTUSDT,0.02577,30.09.2022 13:41:17
MENGOUSDT,2.24236,30.09.2022 13:41:18
METISUSDT,24.86,30.09.2022 13:41:18
MILOUSDT,8.41e-09,30.09.2022 13:41:18
MINAUSDT,0.594,30.09.2022 13:41:18
MIRUSDT,0.211,30.09.2022 13:41:19
MITHUSDT,0.02126,30.09.2022 13:41:19
MKRUSDT,764.0,30.09.2022 13:41:19
MLNUSDT,19.6,30.09.2022 13:41:19
MOFUSDT,0.000118,30.09.2022 13:41:19
MONUSDT,0.001678,30.09.2022 13:41:20
MOVEZUSDT,0.00578,30.09.2022 13:41:20
MOVRUSDT,10.49,30.09.2022 13:41:20
MXCUSDT,0.06857,30.09.2022 13:41:20
MXTUSDT,0.001187,30.09.2022 13:41:21
NASUSDT,0.0374,30.09.2022 13:41:21
NEARUSDT,3.58,30.09.2022 13:41:21
NEOUSDT,8.765,30.09.2022 13:41:21
NFTUSDT,5.017e-07,30.09.2022 13:41:22
NMRUSDT,14.88,30.09.2022 13:41:22
NULSUSDT,0.197,30.09.2022 13:41:22
NYMUSDT,0.2874,30.09.2022 13:41:22
OKBUSDT,16.112,30.09.2022 13:41:23
OKTUSDT,14.13,30.09.2022 13:41:23
OMGUSDT,1.727,30.09.2022 13:41:23
OMIUSDT,0.001281,30.09.2022 13:41:23
OMUSDT,0.0435,30.09.2022 13:41:24
ONEUSDT,0.01993,30.09.2022 13:41:24
ONTUSDT,0.2248,30.09.2022 13:41:24
OPUSDT,0.8968,30.09.2022 13:41:24
ORBSUSDT,0.0387,30.09.2022 13:41:25
ORBUSDT,0.0582,30.09.2022 13:41:25
ORSUSDT,0.01023,30.09.2022 13:41:25
OXTUSDT,0.1,30.09.2022 13:41:26
PAYUSDT,0.015,30.09.2022 13:41:26
PCIUSDT,0.2819,30.09.2022 13:41:26
PEOPLEUSDT,0.02266,30.09.2022 13:41:26
PERPUSDT,0.575,30.09.2022 13:41:26
PHAUSDT,0.0924,30.09.2022 13:41:27
PICKLEUSDT,1.436,30.09.2022 13:41:27
PITUSDT,5.4e-10,30.09.2022 13:41:27
PLGUSDT,0.000588,30.09.2022 13:41:28
PNKUSDT,0.0328,30.09.2022 13:41:28
POLSUSDT,0.485,30.09.2022 13:41:28
POLYDOGEUSDT,3.96e-09,30.09.2022 13:41:29
PORUSDT,5.9118,30.09.2022 13:41:29
PPTUSDT,0.067,30.09.2022 13:41:29
PRQUSDT,0.1059,30.09.2022 13:41:29
PSTAKEUSDT,0.1287,30.09.2022 13:41:30
PSTUSDT,0.02218,30.09.2022 13:41:30
QOMUSDT,3.72e-08,30.09.2022 13:41:30
QTUMUSDT,2.87,30.09.2022 13:41:31
RACAUSDT,0.000294,30.09.2022 13:41:31
RAYUSDT,0.578,30.09.2022 13:41:31
RENUSDT,0.1161,30.09.2022 13:41:31
REPUSDT,6.98,30.09.2022 13:41:31
REVVUSDT,0.01678,30.09.2022 13:41:32
RFUELUSDT,0.00747,30.09.2022 13:41:32
RIOUSDT,0.0178,30.09.2022 13:41:32
RNTUSDT,0.001666,30.09.2022 13:41:32
ROADUSDT,0.0007,30.09.2022 13:41:33
RONUSDT,0.258,30.09.2022 13:41:33
RSRUSDT,0.00799,30.09.2022 13:41:33
RSS3USDT,0.1259,30.09.2022 13:41:33
RVNUSDT,0.0356,30.09.2022 13:41:33
SAITAMAUSDT,0.001319,30.09.2022 13:41:34
SAMOUSDT,0.00774,30.09.2022 13:41:34
SANDUSDT,0.8475,30.09.2022 13:41:34
SCUSDT,0.003479,30.09.2022 13:41:34
SDUSDT,0.3627,30.09.2022 13:41:35
SFGUSDT,0.0808,30.09.2022 13:41:35
SHIBUSDT,1.111e-05,30.09.2022 13:41:35
SISUSDT,0.1424,30.09.2022 13:41:35
SKEBUSDT,0.0060005,30.09.2022 13:41:35
SKLUSDT,0.0395,30.09.2022 13:41:36
SLPUSDT,0.00329,30.09.2022 13:41:36
SNTUSDT,0.02815,30.09.2022 13:41:36
SNXUSDT,2.349,30.09.2022 13:41:37
SOCUSDT,0.009927,30.09.2022 13:41:37
SOLUSDT,34.2,30.09.2022 13:41:37
SOSUSDT,2.38e-07,30.09.2022 13:41:37
SPELLUSDT,0.001019,30.09.2022 13:41:38
SRMUSDT,0.769,30.09.2022 13:41:38
STARLUSDT,3.284e-06,30.09.2022 13:41:38
STCUSDT,1.145,30.09.2022 13:41:38
STORJUSDT,0.4503,30.09.2022 13:41:39
STRKUSDT,16.37,30.09.2022 13:41:39
STXUSDT,0.3244,30.09.2022 13:41:39
SUNUSDT,0.00522,30.09.2022 13:41:40
SUSHIUSDT,1.097,30.09.2022 13:41:40
SWEATUSDT,0.0292949,30.09.2022 13:41:40
SWFTCUSDT,0.001545,30.09.2022 13:41:41
SWRVUSDT,0.1221,30.09.2022 13:41:41
TAIUSDT,0.2698,30.09.2022 13:41:41
TAKIUSDT,0.01129,30.09.2022 13:41:41
TAMAUSDT,0.0232,30.09.2022 13:41:42
TCTUSDT,0.00679,30.09.2022 13:41:42
THETAUSDT,1.086,30.09.2022 13:41:42
THGUSDT,0.086,30.09.2022 13:41:42
TONUSDT,1.357,30.09.2022 13:41:43
TOPCUSDT,0.000548,30.09.2022 13:41:43
TOWNUSDT,0.01677,30.09.2022 13:41:43
TRADEUSDT,0.033,30.09.2022 13:41:43
TRAUSDT,1.575,30.09.2022 13:41:44
TRBUSDT,16.31,30.09.2022 13:41:44
TRUEUSDT,0.01472,30.09.2022 13:41:44
TRXUSDT,0.06104,30.09.2022 13:41:45
TUPUSDT,0.03385,30.09.2022 13:41:45
TUSDT,0.0303,30.09.2022 13:41:45
UMAUSDT,2.313,30.09.2022 13:41:46
UMEEUSDT,0.0102,30.09.2022 13:41:46
UNIUSDT,6.413,30.09.2022 13:41:46
USDCUSDT,1.0,30.09.2022 13:41:47
USTCUSDT,0.03342,30.09.2022 13:41:47
UTKUSDT,0.1058,30.09.2022 13:41:48
VALUEUSDT,0.2092,30.09.2022 13:41:48
VELOUSDT,0.00506,30.09.2022 13:41:50
VRAUSDT,0.00382,30.09.2022 13:41:52
VSYSUSDT,0.001434,30.09.2022 13:41:52
WAVESUSDT,3.837,30.09.2022 13:41:52
WAXPUSDT,0.0857,30.09.2022 13:41:53
WBTCUSDT,19460.9,30.09.2022 13:41:53
WEMIXUSDT,1.771,30.09.2022 13:41:54
WGRTUSDT,0.00504,30.09.2022 13:41:54
WINGUSDT,8.92,30.09.2022 13:41:54
WINUSDT,9.86e-05,30.09.2022 13:41:54
WNCGUSDT,0.0956,30.09.2022 13:41:55
WNXMUSDT,14.81,30.09.2022 13:41:55
WOOUSDT,0.1355,30.09.2022 13:41:55
WSBUSDT,0.001007,30.09.2022 13:41:55
WXTUSDT,0.00465,30.09.2022 13:41:55
XAUTUSDT,1666.3,30.09.2022 13:41:56
XCHUSDT,33.26,30.09.2022 13:41:56
XECUSDT,4.106e-05,30.09.2022 13:41:56
XEMUSDT,0.041,30.09.2022 13:41:56
XETAUSDT,0.07559,30.09.2022 13:41:56
XLMUSDT,0.11402,30.09.2022 13:41:57
XMRUSDT,149.52,30.09.2022 13:41:57
XNOUSDT,0.778,30.09.2022 13:41:57
XPRUSDT,0.00197,30.09.2022 13:41:57
XRPUSDT,0.47988,30.09.2022 13:41:58
XTZUSDT,1.444,30.09.2022 13:41:58
YEEUSDT,9.4e-05,30.09.2022 13:41:58
YFIIUSDT,900.3,30.09.2022 13:41:58
YFIUSDT,8141.0,30.09.2022 13:41:59
YGGUSDT,0.3509,30.09.2022 13:41:59
YOUUSDT,0.001692,30.09.2022 13:41:59
YOYOUSDT,0.001288,30.09.2022 13:42:00
ZBCUSDT,0.01531,30.09.2022 13:42:00
ZECUSDT,56.04,30.09.2022 13:42:01
ZENUSDT,14.09,30.09.2022 13:42:01
ZILUSDT,0.03125,30.09.2022 13:42:01
ZKSUSDT,0.0515,30.09.2022 13:42:02
ZRXUSDT,0.2668,30.09.2022 13:42:02
ZYROUSDT,0.0048,30.09.2022 13:42:02
