Ticker,LastPrice,UpdateDate
MLKUSDT,0.3224,09/22/22 21:55:03
BSVUSDT,,
AURORAUSDT,1.16,09/22/22 21:55:03
LITHUSDT,0.001211,09/22/22 21:55:04
MHCUSDT,0.00183,09/22/22 21:55:04
ARKERUSDT,0.001446,09/22/22 21:55:04
SUSHI3SUSDT,1.2497,09/22/22 21:55:05
TELUSDT,0.00134567,09/22/22 21:55:05
UNICUSDT,6.44,09/22/22 21:55:05
MATIC3LUSDT,0.006714,09/22/22 21:55:06
HARDUSDT,0.19554,09/22/22 21:55:06
SLCLUSDT,0.0462,09/22/22 21:55:06
SWINGBYUSDT,0.00253,09/22/22 21:55:07
KMDUSDT,0.269,09/22/22 21:55:07
PLUUSDT,7.147,09/22/22 21:55:07
GHXUSDT,0.01667,09/22/22 21:55:07
STRONGUSDT,6.48,09/22/22 21:55:08
ZBCUSDT,0.0129,09/22/22 21:55:08
IDEXUSDT,0.06378,09/22/22 21:55:08
CELTUSDT,0.002501,09/22/22 21:55:09
ABBCUSDT,0.1735,09/22/22 21:55:09
GRINUSDT,0.111052,09/22/22 21:55:09
MTRGUSDT,3.943,09/22/22 21:55:09
SCLPUSDT,0.1937,09/22/22 21:55:10
ACEUSDT,0.01602,09/22/22 21:55:10
STOREUSDT,0.03948,09/22/22 21:55:10
CCDUSDT,0.01214,09/22/22 21:55:10
HIENS4USDT,0.004157,09/22/22 21:55:11
FLAMEUSDT,0.02592,09/22/22 21:55:11
UNBUSDT,0.001731,09/22/22 21:55:11
MATIC3SUSDT,0.015668,09/22/22 21:55:12
NAKAUSDT,0.0601,09/22/22 21:55:12
REVUSDT,,
ETHOUSDT,0.02373,09/22/22 21:55:12
DFAUSDT,0.0986,09/22/22 21:55:13
GMBUSDT,0.0002025,09/22/22 21:55:13
YFDAIUSDT,30.14,09/22/22 21:55:13
SUNUSDT,0.0050428,09/22/22 21:55:14
AFKUSDT,0.01004,09/22/22 21:55:14
SOL3SUSDT,0.3967,09/22/22 21:55:14
MTVUSDT,0.0012543,09/22/22 21:55:15
MLSUSDT,0.2028,09/22/22 21:55:15
SRKUSDT,0.0003198,09/22/22 21:55:15
VELOUSDT,0.005535,09/22/22 21:55:15
SKUUSDT,0.01584,09/22/22 21:55:16
DMTRUSDT,0.01428,09/22/22 21:55:16
EWTUSDT,3.921,09/22/22 21:55:16
VEMPUSDT,0.02364,09/22/22 21:55:17
FCLUSDT,0.02184,09/22/22 21:55:17
MODEFIUSDT,0.2418,09/22/22 21:55:17
KYLUSDT,0.01922,09/22/22 21:55:18
WNCGUSDT,0.1079,09/22/22 21:55:18
PROMUSDT,5.761,09/22/22 21:55:18
USDCUSDT,1.00006,09/22/22 21:55:19
KP3RUSDT,99.419,09/22/22 21:55:19
ADSUSDT,0.1345,09/22/22 21:55:19
ORCUSDT,0.1308,09/22/22 21:55:20
SHFTUSDT,0.0161,09/22/22 21:55:20
BIFIUSDT,0.00767,09/22/22 21:55:20
TRIBEUSDT,0.2148,09/22/22 21:55:20
DFYNUSDT,0.02596,09/22/22 21:55:21
UBXUSDT,5.15e-05,09/22/22 21:55:21
APE3LUSDT,0.65,09/22/22 21:55:21
REEFUSDT,0.004927,09/22/22 21:55:22
UMAUSDT,2.384,09/22/22 21:55:22
ORAIUSDT,1.65,09/22/22 21:55:22
IDEAUSDT,0.01803,09/22/22 21:55:23
MITXUSDT,0.004378,09/22/22 21:55:23
CRPTUSDT,0.1218,09/22/22 21:55:23
CEURUSDT,0.9728,09/22/22 21:55:23
MARSHUSDT,0.0598,09/22/22 21:55:24
NTVRKUSDT,0.2225,09/22/22 21:55:24
DYPUSDT,0.1717,09/22/22 21:55:24
TWTUSDT,0.9219,09/22/22 21:55:25
RLCUSDT,1.2217,09/22/22 21:55:25
SUSHI3LUSDT,0.173343,09/22/22 21:55:25
KATUSDT,0.0012317,09/22/22 21:55:25
FORTHUSDT,4.7411,09/22/22 21:55:26
XYMUSDT,0.03746,09/22/22 21:55:26
XVSUSDT,4.547,09/22/22 21:55:26
FRAUSDT,0.003603,09/22/22 21:55:26
FXSUSDT,4.45,09/22/22 21:55:27
JUPUSDT,0.007852,09/22/22 21:55:27
KONOUSDT,0.02796,09/22/22 21:55:27
FORESTPLUSUSDT,0.0051513,09/22/22 21:55:28
BTTUSDT,7.916e-07,09/22/22 21:55:28
AVAX3LUSDT,0.000455,09/22/22 21:55:28
BETAUSDT,0.09351,09/22/22 21:55:28
INDIUSDT,0.1312,09/22/22 21:55:29
CHMBUSDT,0.000409,09/22/22 21:55:29
YLDUSDT,0.097586,09/22/22 21:55:29
WOMBATUSDT,0.003648,09/22/22 21:55:30
WNXMUSDT,14.9811,09/22/22 21:55:30
LOKAUSDT,0.5305,09/22/22 21:55:30
XPRTUSDT,0.622,09/22/22 21:55:30
HIBAYCUSDT,0.1027,09/22/22 21:55:31
TRVLUSDT,0.05866,09/22/22 21:55:31
CASUSDT,0.007436,09/22/22 21:55:31
CFGUSDT,0.3247,09/22/22 21:55:31
CTSIUSDT,0.1377,09/22/22 21:55:32
FLUXUSDT,0.9306,09/22/22 21:55:32
MIRUSDT,0.2078,09/22/22 21:55:32
CBCUSDT,0.008692,09/22/22 21:55:33
MNETUSDT,0.001618,09/22/22 21:55:33
POLCUSDT,0.03354,09/22/22 21:55:34
ERGUSDT,2.9551,09/22/22 21:55:34
CREDIUSDT,0.00163,09/22/22 21:55:35
CROUSDT,0.1075,09/22/22 21:55:35
MVUSDT,0.20242,09/22/22 21:55:35
JASMY3SUSDT,13.6385,09/22/22 21:55:36
MAPUSDT,0.011594,09/22/22 21:55:36
FEARUSDT,0.15424,09/22/22 21:55:36
XHVUSDT,0.436,09/22/22 21:55:37
GALAX3SUSDT,1.6366,09/22/22 21:55:37
ADA3LUSDT,2.29255,09/22/22 21:55:37
DOT3SUSDT,1.0358,09/22/22 21:55:38
TRUUSDT,0.0553,09/22/22 21:55:39
DVPNUSDT,0.000654,09/22/22 21:55:39
VSYSUSDT,0.001508,09/22/22 21:55:40
UNFIUSDT,6.413,09/22/22 21:55:40
MANA3LUSDT,0.000518,09/22/22 21:55:40
FCDUSDT,0.05334,09/22/22 21:55:40
PREUSDT,0.073642,09/22/22 21:55:41
GARIUSDT,0.0581,09/22/22 21:55:41
GLMUSDT,0.279,09/22/22 21:55:41
BICOUSDT,0.4363,09/22/22 21:55:42
CGGUSDT,0.0993,09/22/22 21:55:42
CKBUSDT,0.003876,09/22/22 21:55:43
ANTUSDT,1.6551,09/22/22 21:55:43
PUNDIXUSDT,0.5049,09/22/22 21:55:44
CUSDUSDT,0.9978,09/22/22 21:55:44
LTOUSDT,0.07805,09/22/22 21:55:44
MANA3SUSDT,0.7443,09/22/22 21:55:44
GLCHUSDT,0.0701,09/22/22 21:55:45
URUSUSDT,16.636,09/22/22 21:55:45
MXWUSDT,0.00418,09/22/22 21:55:45
MEMUSDT,0.02448,09/22/22 21:55:45
KARAUSDT,0.0047,09/22/22 21:55:46
KDONUSDT,0.01794,09/22/22 21:55:46
DGUSDT,0.05132,09/22/22 21:55:46
LTXUSDT,0.4598,09/22/22 21:55:47
VEGAUSDT,1.3609,09/22/22 21:55:47
MAHAUSDT,0.9165,09/22/22 21:55:47
LACEUSDT,0.00715,09/22/22 21:55:47
FCONUSDT,0.000511,09/22/22 21:55:48
ITAMCUBEUSDT,0.1044,09/22/22 21:55:48
PELUSDT,0.01136,09/22/22 21:55:48
HEGICUSDT,0.007953,09/22/22 21:55:48
SDLUSDT,0.03491,09/22/22 21:55:49
BLOKUSDT,0.002994,09/22/22 21:55:49
LONUSDT,0.5663,09/22/22 21:55:49
AGIXUSDT,0.05455,09/22/22 21:55:50
XCADUSDT,1.8714,09/22/22 21:55:50
RACEFIUSDT,0.01932,09/22/22 21:55:50
DOT3LUSDT,0.00106,09/22/22 21:55:50
PDEXUSDT,1.3458,09/22/22 21:55:51
LUNCUSDT,0.000269,09/22/22 21:55:51
EQZUSDT,0.02752,09/22/22 21:55:51
UNI3SUSDT,0.8922,09/22/22 21:55:52
BADGERUSDT,3.762,09/22/22 21:55:52
TKOUSDT,0.254,09/22/22 21:55:52
VLXUSDT,0.04282,09/22/22 21:55:53
GMEEUSDT,0.01149,09/22/22 21:55:53
BFCUSDT,0.06185,09/22/22 21:55:53
NOIAUSDT,0.062756,09/22/22 21:55:54
FRONTUSDT,0.2285,09/22/22 21:55:54
PNTUSDT,0.2599,09/22/22 21:55:54
ICXUSDT,0.2459,09/22/22 21:55:54
XWGUSDT,0.00585,09/22/22 21:55:55
MNWUSDT,0.508,09/22/22 21:55:55
SINUSDT,0.01321,09/22/22 21:55:55
COVUSDT,0.2399,09/22/22 21:55:56
NGMUSDT,0.1853,09/22/22 21:55:56
SUKUUSDT,0.0773,09/22/22 21:55:56
APLUSDT,0.0007184,09/22/22 21:55:57
DIVIUSDT,0.02273,09/22/22 21:55:57
STEPWATCHUSDT,0.01137,09/22/22 21:55:57
STARLYUSDT,0.08108,09/22/22 21:55:57
GALAX3LUSDT,0.045276,09/22/22 21:55:58
SDAOUSDT,0.3476,09/22/22 21:55:58
BONDUSDT,5.066,09/22/22 21:55:58
STMXUSDT,0.00723,09/22/22 21:55:59
VOXELUSDT,0.2678,09/22/22 21:55:59
LOCUSDT,1.0,09/22/22 21:55:59
CEREUSDT,0.006319,09/22/22 21:55:59
BCH3SUSDT,3.3657,09/22/22 21:56:00
WXTUSDT,0.004811,09/22/22 21:56:00
HIODBSUSDT,0.005038,09/22/22 21:56:00
SONUSDT,0.000382,09/22/22 21:56:01
BULLUSDT,0.008382,09/22/22 21:56:01
FTM3SUSDT,0.054,09/22/22 21:56:01
JAMUSDT,0.00348,09/22/22 21:56:01
VRAUSDT,0.0040041,09/22/22 21:56:02
TLOSUSDT,0.19009,09/22/22 21:56:02
RBPUSDT,0.0117,09/22/22 21:56:02
TAUMUSDT,0.00106,09/22/22 21:56:03
MLNUSDT,20.253,09/22/22 21:56:03
CWSUSDT,0.467,09/22/22 21:56:03
JASMY3LUSDT,0.5423,09/22/22 21:56:03
ONSTONUSDT,0.01338,09/22/22 21:56:04
GMMUSDT,0.00082,09/22/22 21:56:04
GOVIUSDT,0.2338,09/22/22 21:56:04
ILAUSDT,0.0025,09/22/22 21:56:05
SOLVEUSDT,0.03471,09/22/22 21:56:05
CAKEUSDT,4.433,09/22/22 21:56:07
XTMUSDT,0.02712,09/22/22 21:56:07
XYOUSDT,0.007152,09/22/22 21:56:08
TTUSDT,0.005014,09/22/22 21:56:08
CSPRUSDT,0.02832,09/22/22 21:56:08
UBXTUSDT,0.0049967,09/22/22 21:56:09
OOKIUSDT,0.00518,09/22/22 21:56:10
OXTUSDT,0.1012,09/22/22 21:56:10
BRWLUSDT,0.00432,09/22/22 21:56:10
SHIBUSDT,1.084e-05,09/22/22 21:56:11
PLYUSDT,0.001332,09/22/22 21:56:11
OGVUSDT,0.00421,09/22/22 21:56:11
DREAMSUSDT,0.002556,09/22/22 21:56:12
XPRUSDT,0.002117,09/22/22 21:56:12
KLVUSDT,0.00442,09/22/22 21:56:12
ALEPHUSDT,0.119413,09/22/22 21:56:14
POWRUSDT,0.1961,09/22/22 21:56:14
RLYUSDT,0.0235,09/22/22 21:56:14
GODSUSDT,0.3922,09/22/22 21:56:14
NHCTUSDT,0.069,09/22/22 21:56:15
WINUSDT,9.979e-05,09/22/22 21:56:15
GGGUSDT,0.058,09/22/22 21:56:15
DATAUSDT,0.03084,09/22/22 21:56:16
H2OUSDT,0.2926,09/22/22 21:56:16
TRIASUSDT,0.9484,09/22/22 21:56:17
MANUSDT,0.006071,09/22/22 21:56:17
TITANUSDT,1.084,09/22/22 21:56:17
OPULUSDT,0.09002,09/22/22 21:56:17
PLGRUSDT,0.0011274,09/22/22 21:56:18
REQUSDT,0.1038,09/22/22 21:56:18
HAIUSDT,0.01541,09/22/22 21:56:18
FRMUSDT,0.02406,09/22/22 21:56:19
CFXUSDT,0.043446,09/22/22 21:56:19
VET3LUSDT,0.013755,09/22/22 21:56:19
ERSDLUSDT,0.00526,09/22/22 21:56:19
UOSUSDT,0.405,09/22/22 21:56:20
REAPUSDT,0.01717,09/22/22 21:56:20
BURPUSDT,0.00326,09/22/22 21:56:20
WALUSDT,0.03,09/22/22 21:56:21
BNB3SUSDT,1.7537,09/22/22 21:56:21
LSSUSDT,0.16665,09/22/22 21:56:21
SOSUSDT,2.387e-07,09/22/22 21:56:21
WSIENNAUSDT,0.6962,09/22/22 21:56:22
LAYERUSDT,0.04796,09/22/22 21:56:22
BONDLYUSDT,0.0073,09/22/22 21:56:22
FIDAUSDT,0.4225,09/22/22 21:56:23
PLDUSDT,0.0518,09/22/22 21:56:23
CULTUSDT,6.602e-06,09/22/22 21:56:23
ACOINUSDT,0.022872,09/22/22 21:56:24
EPKUSDT,0.0083,09/22/22 21:56:24
STNDUSDT,0.03989,09/22/22 21:56:24
NEAR3LUSDT,0.001062,09/22/22 21:56:24
OPCTUSDT,0.03364,09/22/22 21:56:25
SUPERUSDT,0.1247,09/22/22 21:56:25
FLYUSDT,0.002007,09/22/22 21:56:25
AURYUSDT,1.382,09/22/22 21:56:26
AAVE3LUSDT,0.000455,09/22/22 21:56:26
HIENS3USDT,0.04518,09/22/22 21:56:26
TRBUSDT,14.358,09/22/22 21:56:26
PEELUSDT,0.1058,09/22/22 21:56:27
SUTERUSDT,0.0009769,09/22/22 21:56:27
ETH3SUSDT,0.00382,09/22/22 21:56:27
RFUELUSDT,0.006549,09/22/22 21:56:28
TXAUSDT,0.4737,09/22/22 21:56:28
NORDUSDT,0.2539,09/22/22 21:56:28
BTC3SUSDT,1.5392,09/22/22 21:56:29
DSLAUSDT,0.0007724,09/22/22 21:56:29
AXS3LUSDT,0.000932,09/22/22 21:56:29
NDAUUSDT,14.222,09/22/22 21:56:29
BUSDUSDT,1.0001,09/22/22 21:56:30
EFXUSDT,0.004477,09/22/22 21:56:30
RSRUSDT,0.006554,09/22/22 21:56:31
ARXUSDT,0.001986,09/22/22 21:56:31
ISPUSDT,0.000667,09/22/22 21:56:31
AAVE3SUSDT,0.0766,09/22/22 21:56:32
AUSDUSDT,0.7888,09/22/22 21:56:32
SWFTCUSDT,0.001803,09/22/22 21:56:33
TIDALUSDT,0.000339,09/22/22 21:56:33
CUDOSUSDT,0.00582,09/22/22 21:56:33
PSTAKEUSDT,0.1564,09/22/22 21:56:34
JARUSDT,0.001429,09/22/22 21:56:34
QUICKUSDT,56.08,09/22/22 21:56:34
GENSUSDT,0.002706,09/22/22 21:56:35
APE3SUSDT,0.3479,09/22/22 21:56:35
METISUSDT,24.04,09/22/22 21:56:36
BNCUSDT,0.1711,09/22/22 21:56:36
DAPPXUSDT,0.00475,09/22/22 21:56:36
EQXUSDT,0.01412,09/22/22 21:56:37
PYRUSDT,3.2308,09/22/22 21:56:37
CTIUSDT,0.006865,09/22/22 21:56:37
SWPUSDT,0.2104,09/22/22 21:56:37
ALPINEUSDT,3.579,09/22/22 21:56:38
SLIMUSDT,0.0835,09/22/22 21:56:38
MOOVUSDT,0.00621,09/22/22 21:56:38
XEDUSDT,0.05703,09/22/22 21:56:39
BMONUSDT,0.01461,09/22/22 21:56:39
GOUSDT,0.00764,09/22/22 21:56:39
HOTCROSSUSDT,0.01307,09/22/22 21:56:40
MCUSDT,0.2691,09/22/22 21:56:40
DEROUSDT,3.66199,09/22/22 21:56:40
SOVUSDT,0.449,09/22/22 21:56:41
DORAUSDT,2.715,09/22/22 21:56:41
RNDRUSDT,0.4701,09/22/22 21:56:41
FALCONSUSDT,0.004867,09/22/22 21:56:41
XCNUSDT,0.07463,09/22/22 21:56:42
PBXUSDT,0.001389,09/22/22 21:56:42
TOWERUSDT,0.003605,09/22/22 21:56:42
EXRDUSDT,0.0587,09/22/22 21:56:43
HISAND33USDT,0.01453,09/22/22 21:56:43
MJTUSDT,0.1536,09/22/22 21:56:43
NGCUSDT,0.0481,09/22/22 21:56:44
IOTAUSDT,0.2728,09/22/22 21:56:44
AMPUSDT,0.00497,09/22/22 21:56:44
WELLUSDT,0.0096,09/22/22 21:56:44
WRXUSDT,0.2101,09/22/22 21:56:45
BASICUSDT,0.00162,09/22/22 21:56:45
NFTBUSDT,0.01744,09/22/22 21:56:45
REPUSDT,7.288,09/22/22 21:56:45
GAFIUSDT,9.033,09/22/22 21:56:46
NGLUSDT,0.2484,09/22/22 21:56:46
NWCUSDT,0.104672,09/22/22 21:56:46
KOLUSDT,0.00417,09/22/22 21:56:47
H3RO3SUSDT,0.0028,09/22/22 21:56:47
PONDUSDT,0.01105,09/22/22 21:56:47
DAPPTUSDT,0.0008469,09/22/22 21:56:47
EDGUSDT,0.001075,09/22/22 21:56:48
DFIUSDT,0.83,09/22/22 21:56:48
WHALEUSDT,1.6955,09/22/22 21:56:48
CTCUSDT,0.3065,09/22/22 21:56:49
EGAMEUSDT,0.000338,09/22/22 21:56:49
NEERUSDT,0.4035,09/22/22 21:56:49
ASDUSDT,0.1044,09/22/22 21:56:49
NFTUSDT,5.34e-07,09/22/22 21:56:50
TVKUSDT,0.0348,09/22/22 21:56:50
BCH3LUSDT,0.000232,09/22/22 21:56:50
SHILLUSDT,0.03016,09/22/22 21:56:51
2CRZUSDT,0.002217,09/22/22 21:56:51
ACTUSDT,0.002517,09/22/22 21:56:51
LYXEUSDT,4.6089,09/22/22 21:56:51
HTRUSDT,0.0849,09/22/22 21:56:52
TLMUSDT,0.02195,09/22/22 21:56:52
HIPUNKSUSDT,0.0766,09/22/22 21:56:52
PCXUSDT,0.6418,09/22/22 21:56:53
CARDUSDT,0.0017,09/22/22 21:56:54
ANCUSDT,0.0975,09/22/22 21:56:54
SCRTUSDT,0.994,09/22/22 21:56:54
VIDUSDT,0.05119,09/22/22 21:56:55
HORDUSDT,0.01754,09/22/22 21:56:55
BTC3LUSDT,0.002154,09/22/22 21:56:55
GASUSDT,2.358,09/22/22 21:56:56
ZCXUSDT,0.0488,09/22/22 21:56:56
HYDRAUSDT,2.144,09/22/22 21:56:56
MFTUSDT,0.00503,09/22/22 21:56:57
CWEBUSDT,0.02595,09/22/22 21:56:57
DPETUSDT,0.0885,09/22/22 21:56:58
BRISEUSDT,5.766e-07,09/22/22 21:56:59
EVERUSDT,0.07164,09/22/22 21:56:59
EPIKUSDT,0.00869,09/22/22 21:56:59
RPCUSDT,0.00566,09/22/22 21:57:00
FITFIUSDT,0.0594,09/22/22 21:57:01
KCSUSDT,8.944,09/22/22 21:57:01
TRADEUSDT,0.124217,09/22/22 21:57:02
MSWAPUSDT,0.0007299,09/22/22 21:57:02
RANKERUSDT,0.00515,09/22/22 21:57:02
GEEQUSDT,0.1083,09/22/22 21:57:02
EOS3SUSDT,0.1973,09/22/22 21:57:03
STCUSDT,0.003928,09/22/22 21:57:03
MARS4USDT,0.00125,09/22/22 21:57:03
GMT3LUSDT,0.1501,09/22/22 21:57:04
POLSUSDT,0.4731,09/22/22 21:57:04
MATTERUSDT,0.1676,09/22/22 21:57:05
ATOM3LUSDT,0.001858,09/22/22 21:57:05
LUNAUSDT,2.6236,09/22/22 21:57:05
WOMUSDT,0.049143,09/22/22 21:57:06
GOM2USDT,0.00882,09/22/22 21:57:06
USDJUSDT,0.99803219,09/22/22 21:57:06
POLUSDT,0.02278,09/22/22 21:57:07
ELONUSDT,2.542e-07,09/22/22 21:57:07
UNI3LUSDT,0.000628,09/22/22 21:57:08
FLOWUSDT,1.693,09/22/22 21:57:08
MBOXUSDT,0.6855,09/22/22 21:57:09
LOOKSUSDT,0.2021,09/22/22 21:57:09
SYLOUSDT,0.003039,09/22/22 21:57:09
KARUSDT,0.3184,09/22/22 21:57:09
HAKAUSDT,0.01128,09/22/22 21:57:10
ROUTEUSDT,2.7495,09/22/22 21:57:10
ERNUSDT,1.4446,09/22/22 21:57:11
WAXUSDT,0.0874,09/22/22 21:57:12
COCOSUSDT,0.6039,09/22/22 21:57:12
OXENUSDT,,
LAVAXUSDT,0.01578,09/22/22 21:57:12
XDBUSDT,0.00328068,09/22/22 21:57:12
AXS3SUSDT,0.1136,09/22/22 21:57:13
BOAUSDT,0.04207,09/22/22 21:57:13
KDAUSDT,1.4255,09/22/22 21:57:13
AOAUSDT,0.000266,09/22/22 21:57:14
GHSTUSDT,1.198,09/22/22 21:57:15
HEROUSDT,0.00229,09/22/22 21:57:15
BANDUSDT,1.1632,09/22/22 21:57:15
CWARUSDT,0.02648,09/22/22 21:57:16
DPRUSDT,0.01193,09/22/22 21:57:16
MBLUSDT,0.003508,09/22/22 21:57:17
FTM3LUSDT,0.099223,09/22/22 21:57:17
DIAUSDT,0.3949,09/22/22 21:57:17
HBARUSDT,0.0595,09/22/22 21:57:18
REVVUSDT,0.016808,09/22/22 21:57:20
ALBTUSDT,0.04078,09/22/22 21:57:20
SPAUSDT,0.0094,09/22/22 21:57:20
CPOOLUSDT,0.08016,09/22/22 21:57:21
BOLTUSDT,0.00306,09/22/22 21:57:21
NMRUSDT,15.435,09/22/22 21:57:21
SAND3LUSDT,0.001809,09/22/22 21:57:22
PRQUSDT,0.1085,09/22/22 21:57:22
AVAX3SUSDT,0.3838,09/22/22 21:57:22
CEEKUSDT,0.1474,09/22/22 21:57:23
BURGERUSDT,0.9832,09/22/22 21:57:23
ELAUSDT,1.4627,09/22/22 21:57:23
ERTHAUSDT,0.00452,09/22/22 21:57:24
FRRUSDT,0.0016,09/22/22 21:57:24
DUSKUSDT,0.1155,09/22/22 21:57:24
LINK3SUSDT,0.6246,09/22/22 21:57:24
XAVAUSDT,0.3439,09/22/22 21:57:25
ATAUSDT,0.1377,09/22/22 21:57:25
WILDUSDT,0.2309,09/22/22 21:57:25
SWEATUSDT,0.04151,09/22/22 21:57:25
OVRUSDT,0.7044,09/22/22 21:57:26
SYSUSDT,0.1748,09/22/22 21:57:26
IOIUSDT,0.1272,09/22/22 21:57:26
AKROUSDT,0.0042154,09/22/22 21:57:27
LOVEUSDT,0.003449,09/22/22 21:57:27
HAWKUSDT,0.00405,09/22/22 21:57:27
LOCGUSDT,0.0159,09/22/22 21:57:28
SOULUSDT,0.2415,09/22/22 21:57:28
DOGE3SUSDT,1.4369,09/22/22 21:57:28
CLHUSDT,0.00388,09/22/22 21:57:29
VXVUSDT,0.3206,09/22/22 21:57:29
VAIUSDT,0.006795,09/22/22 21:57:29
TCPUSDT,0.00822,09/22/22 21:57:30
SFUNDUSDT,2.2736,09/22/22 21:57:30
EPXUSDT,0.00047,09/22/22 21:57:30
TFUELUSDT,0.0545,09/22/22 21:57:31
TARAUSDT,0.001393,09/22/22 21:57:31
XDEFIUSDT,0.0951,09/22/22 21:57:31
VIDTUSDT,0.2712,09/22/22 21:57:31
LTC3LUSDT,0.001727,09/22/22 21:57:32
TOKOUSDT,0.003009,09/22/22 21:57:32
GMT3SUSDT,0.7935,09/22/22 21:57:32
MXCUSDT,0.06151,09/22/22 21:57:33
NUMUSDT,0.0484,09/22/22 21:57:33
XECUSDT,3.901e-05,09/22/22 21:57:34
ORNUSDT,1.0669,09/22/22 21:57:34
1EARTHUSDT,0.001918,09/22/22 21:57:35
CQTUSDT,0.0652,09/22/22 21:57:35
SHAUSDT,0.000803,09/22/22 21:57:35
EOSCUSDT,0.003305,09/22/22 21:57:36
NKNUSDT,0.092396,09/22/22 21:57:37
BEPROUSDT,0.00104788,09/22/22 21:57:37
MAKIUSDT,0.002666,09/22/22 21:57:37
LPOOLUSDT,0.1238,09/22/22 21:57:38
QNTUSDT,104.0,09/22/22 21:57:38
BOSONUSDT,0.2282,09/22/22 21:57:38
GSTUSDT,0.0292,09/22/22 21:57:38
POLKUSDT,0.06497,09/22/22 21:57:39
AMPLUSDT,1.00305,09/22/22 21:57:39
COOHAUSDT,0.3963,09/22/22 21:57:40
BSWUSDT,0.2849,09/22/22 21:57:40
AERGOUSDT,0.1329,09/22/22 21:57:40
JSTUSDT,0.02520677,09/22/22 21:57:41
POLXUSDT,5.025e-05,09/22/22 21:57:41
CMPUSDT,0.23,09/22/22 21:57:42
ACAUSDT,0.2201,09/22/22 21:57:42
SHXUSDT,0.000778,09/22/22 21:57:42
REVUUSDT,0.0293,09/22/22 21:57:42
VET3SUSDT,0.5259,09/22/22 21:57:43
TONEUSDT,0.01586,09/22/22 21:57:43
LIKEUSDT,0.00979,09/22/22 21:57:44
AIOZUSDT,0.05396,09/22/22 21:57:44
KMAUSDT,0.001679,09/22/22 21:57:44
KAIUSDT,0.0081836,09/22/22 21:57:45
IXSUSDT,0.04401,09/22/22 21:57:45
GLQUSDT,0.001719,09/22/22 21:57:45
WOOPUSDT,0.03006,09/22/22 21:57:46
KOKUSDT,0.2076,09/22/22 21:57:46
ARRRUSDT,0.3888,09/22/22 21:57:46
USTCUSDT,0.03228,09/22/22 21:57:47
PAXGUSDT,1666.95,09/22/22 21:57:47
PHNXUSDT,0.00676,09/22/22 21:57:47
DEGOUSDT,1.6333,09/22/22 21:57:51
UPOUSDT,0.00942,09/22/22 21:57:52
YOPUSDT,0.05,09/22/22 21:57:52
ORBSUSDT,0.03468,09/22/22 21:57:53
ZEEUSDT,0.02742,09/22/22 21:57:53
XTAGUSDT,0.048,09/22/22 21:57:53
ADXUSDT,0.1664,09/22/22 21:57:54
LMRUSDT,0.01592,09/22/22 21:57:54
NYMUSDT,0.3181,09/22/22 21:57:54
DGBUSDT,0.00948,09/22/22 21:57:55
DAGUSDT,0.067002,09/22/22 21:57:55
KRLUSDT,0.36529,09/22/22 21:57:55
OMUSDT,0.04295,09/22/22 21:57:56
HEARTUSDT,0.00589,09/22/22 21:57:56
SURVUSDT,0.000694,09/22/22 21:57:56
UFOUSDT,2.013e-06,09/22/22 21:57:56
RACAUSDT,0.0003158,09/22/22 21:57:57
